INDEX CODE,INDEX NAMES IN TURKISH,INDICES,INDEX CURRENCY TYPE,INDEX CURRENCY RATE,BEFORE ADJUSTMENT/AFTER ADJUSTMENT/AFTER NEW DAY,EQUITY CURRENCY TYPE,EQUITY CURRENCY RATE,EQUITY CODE, EQUITY NAME,TOTAL NUMBER OF SHARES,CLOSE/ VWAP,FREE FLOAT RATIO,WEIGHTING FACTOR,WEIGHT (%)
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,MACKO.E,MACKOLIK INTERNET HIZMETLERI,25000000.0,CLOSE(KAPANIS),0.34,1.0,0.0493
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,MAVI.E,MAVI GIYIM,397256000.0,CLOSE(KAPANIS),0.73,1.0,1.163
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,MEDTR.E,MEDITERA TIBBI MALZEME,119000000.0,CLOSE(KAPANIS),0.21,1.0,0.0624
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,MERCN.E,MERCAN KIMYA,190370946.0,CLOSE(KAPANIS),0.29,1.0,0.0485
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,MERIT.E,MERIT TURIZM,336600000.0,CLOSE(KAPANIS),0.28,1.0,0.074
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,MSGYO.E,MISTRAL GMYO,134219462.34,CLOSE(KAPANIS),0.28,1.0,0.0309
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,MTRKS.E,MATRIKS FINANSAL TEKNOLOJILER,100500000.0,CLOSE(KAPANIS),0.38,1.0,0.0459
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,NTGAZ.E,NATURELGAZ,690000000.0,CLOSE(KAPANIS),0.38,1.0,0.0893
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,NUHCM.E,NUH CIMENTO,150213600.0,CLOSE(KAPANIS),0.16,1.0,0.3734
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,OSMEN.E,OSMANLI MENKUL,400000000.0,CLOSE(KAPANIS),0.29,1.0,0.0646
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,PAGYO.E,PANORA GMYO,87000000.0,CLOSE(KAPANIS),0.38,1.0,0.1168
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,PAPIL.E,PAPILON SAVUNMA,206250000.0,CLOSE(KAPANIS),0.89,1.0,0.1328
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,PCILT.E,PC ILETISIM MEDYA,118350000.0,CLOSE(KAPANIS),0.38,1.0,0.044
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,PETUN.E,PINAR ET VE UN,303345000.0,CLOSE(KAPANIS),0.33,1.0,0.0557
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,PNLSN.E,PANELSAN CATI CEPHE,75000000.0,CLOSE(KAPANIS),0.28,1.0,0.0556
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,POLHO.E,POLISAN HOLDING,758500000.0,CLOSE(KAPANIS),0.21,1.0,0.0972
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SAHOL.E,SABANCI HOLDING,2100375969.18,CLOSE(KAPANIS),0.51,1.0,6.0045
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SARKY.E,SARKUYSAN,600000000.0,CLOSE(KAPANIS),0.83,1.0,0.5118
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SDTTR.E,SDT UZAY VE SAVUNMA,58000000.0,CLOSE(KAPANIS),0.27,1.0,0.1808
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SEKFK.E,SEKER FIN. KIR.,100000000.0,CLOSE(KAPANIS),0.49,1.0,0.0204
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SELEC.E,SELCUK ECZA DEPOSU,621000000.0,CLOSE(KAPANIS),0.15,1.0,0.37
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SISE.E,SISE CAM,3063214056.17,CLOSE(KAPANIS),0.49,1.0,3.2171
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SUNTK.E,SUN TEKSTIL,474600000.0,CLOSE(KAPANIS),0.21,1.0,0.2102
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TCELL.E,TURKCELL,2200000000.0,CLOSE(KAPANIS),0.54,1.0,6.8484
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TGSAS.E,TGS DIS TICARET,15000000.0,CLOSE(KAPANIS),0.57,1.0,0.0281
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TOASO.E,TOFAS OTO. FAB.,500000000.0,CLOSE(KAPANIS),0.24,1.0,1.4362
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TTRAK.E,TURK TRAKTOR,100066875.0,CLOSE(KAPANIS),0.24,1.0,0.9104
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TURSG.E,TURKIYE SIGORTA,5000000000.0,CLOSE(KAPANIS),0.18,1.0,0.84
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ULUFA.E,ULUSAL FAKTORING,133500000.0,CLOSE(KAPANIS),0.56,1.0,0.0731
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VAKKO.E,VAKKO TEKSTIL,160000000.0,CLOSE(KAPANIS),0.12,1.0,0.0846
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VERTU.E,VERUSATURK GIRISIM,52000000.0,CLOSE(KAPANIS),0.37,1.0,0.0379
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VERUS.E,VERUSA HOLDING,70000000.0,CLOSE(KAPANIS),0.16,1.0,0.1629
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VESBE.E,VESTEL BEYAZ ESYA,1600000000.0,CLOSE(KAPANIS),0.19,1.0,0.2637
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YAPRK.E,YAPRAK SUT VE BESI CIFT.,14200000.0,CLOSE(KAPANIS),0.26,1.0,0.1875
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YGGYO.E,YENI GIMAT GMYO,241920000.0,CLOSE(KAPANIS),0.77,1.0,0.6811
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YKBNK.E,YAPI VE KREDI BANK.,8447051284.0,CLOSE(KAPANIS),0.39,1.0,6.0264
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YUNSA.E,YUNSA,480000000.0,CLOSE(KAPANIS),0.38,1.0,0.0642
XTMTU,BIST TEMETTU,BIST DIVIDEND,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ZRGYO.E,ZIRAAT GMYO,4693620000.0,CLOSE(KAPANIS),0.19,1.0,0.6698
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AEFES.E,ANADOLU EFES,592105263.0,CLOSE(KAPANIS),0.32,1.0,2.2106
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AKBNK.E,AKBANK,5200000000.0,CLOSE(KAPANIS),0.52,1.0,13.4709
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AKSA.E,AKSA,3885000000.0,CLOSE(KAPANIS),0.37,1.0,1.0803
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AKSEN.E,AKSA ENERJI,1226338236.0,CLOSE(KAPANIS),0.21,1.0,0.7657
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BIMAS.E,BIM MAGAZALAR,607200000.0,CLOSE(KAPANIS),0.6,1.0,13.5994
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BRYAT.E,BORUSAN YAT. PAZ.,28125000.0,CLOSE(KAPANIS),0.13,1.0,0.4938
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,CIMSA.E,CIMSA,945591094.0,CLOSE(KAPANIS),0.45,1.0,1.5564
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,DOAS.E,DOGUS OTOMOTIV,220000000.0,CLOSE(KAPANIS),0.39,1.0,1.2037
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ECILC.E,ECZACIBASI ILAC,685260000.0,CLOSE(KAPANIS),0.19,1.0,0.4304
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ENJSA.E,ENERJISA ENERJI,1181068967.12,CLOSE(KAPANIS),0.2,1.0,1.0728
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ENKAI.E,ENKA INSAAT,6000000000.0,CLOSE(KAPANIS),0.12,1.0,2.5897
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,FROTO.E,FORD OTOSAN,350910000.0,CLOSE(KAPANIS),0.18,1.0,4.1934
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,GARAN.E,GARANTI BANKASI,4200000000.0,CLOSE(KAPANIS),0.14,1.0,5.7997
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ISCTR.E,IS BANKASI (C),24999970000.0,CLOSE(KAPANIS),0.31,1.0,8.2267
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ISMEN.E,IS Y. MEN. DEG.,1500000000.0,CLOSE(KAPANIS),0.28,1.0,1.4069
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,KCHOL.E,KOC HOLDING,2535898050.0,CLOSE(KAPANIS),0.22,1.0,7.0762
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,MAVI.E,MAVI GIYIM,397256000.0,CLOSE(KAPANIS),0.73,1.0,1.5163
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SAHOL.E,SABANCI HOLDING,2100375969.18,CLOSE(KAPANIS),0.51,1.0,7.8284
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SISE.E,SISE CAM,3063214056.17,CLOSE(KAPANIS),0.49,1.0,4.1944
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TCELL.E,TURKCELL,2200000000.0,CLOSE(KAPANIS),0.54,1.0,8.9287
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TOASO.E,TOFAS OTO. FAB.,500000000.0,CLOSE(KAPANIS),0.24,1.0,1.8725
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TTRAK.E,TURK TRAKTOR,100066875.0,CLOSE(KAPANIS),0.24,1.0,1.187
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TURSG.E,TURKIYE SIGORTA,5000000000.0,CLOSE(KAPANIS),0.18,1.0,1.0951
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VESBE.E,VESTEL BEYAZ ESYA,1600000000.0,CLOSE(KAPANIS),0.19,1.0,0.3438
XTM25,BIST TEMETTU 25,BIST DIVIDEND 25,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YKBNK.E,YAPI VE KREDI BANK.,8447051284.0,CLOSE(KAPANIS),0.39,1.0,7.857
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ACSEL.E,ACIPAYAM SELULOZ,10721700.0,CLOSE(KAPANIS),0.51,1.0,0.0534
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ADESE.E,ADESE GAYRIMENKUL,1008000000.0,CLOSE(KAPANIS),0.93,1.0,0.1723
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AHSGY.E,AHES GMYO,195000000.0,CLOSE(KAPANIS),0.26,1.0,0.1024
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AKCNS.E,AKCANSA,191447068.25,CLOSE(KAPANIS),0.19,1.0,0.5747
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AKSA.E,AKSA,3885000000.0,CLOSE(KAPANIS),0.37,1.0,1.255
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AKSEN.E,AKSA ENERJI,1226338236.0,CLOSE(KAPANIS),0.21,1.0,0.8896
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AKYHO.E,AKDENIZ YATIRIM HOLDING,248190000.0,CLOSE(KAPANIS),0.7,1.0,0.0386
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ALBRK.E,ALBARAKA TURK,2500000000.0,CLOSE(KAPANIS),0.38,1.0,0.6012
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ALCTL.E,ALCATEL LUCENT TELETAS,38700772.0,CLOSE(KAPANIS),0.33,1.0,0.1374
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ALKA.E,ALKIM KAGIT,735000000.0,CLOSE(KAPANIS),0.19,1.0,0.1067
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ALKIM.E,ALKIM KIMYA,300000000.0,CLOSE(KAPANIS),0.44,1.0,0.2056
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ALKLC.E,ALTINKILIC GIDA VE SUT,112000000.0,CLOSE(KAPANIS),0.3,1.0,0.0769
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ALTNY.E,ALTINAY SAVUNMA,235294118.0,CLOSE(KAPANIS),0.25,1.0,0.3717
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ALVES.E,ALVES KABLO,160000000.0,CLOSE(KAPANIS),0.25,1.0,0.1239
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ANGEN.E,ANATOLIA TANI VE BIYOTEKNOLOJI,220000000.0,CLOSE(KAPANIS),0.33,1.0,0.0906
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ARASE.E,DOGU ARAS ENERJI,250000000.0,CLOSE(KAPANIS),0.15,1.0,0.1582
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ARDYZ.E,ARD BILISIM TEKNOLOJILERI,170000000.0,CLOSE(KAPANIS),0.75,1.0,0.4226
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ARENA.E,ARENA BILGISAYAR,100000000.0,CLOSE(KAPANIS),0.51,1.0,0.147
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ASELS.E,ASELSAN,4560000000.0,CLOSE(KAPANIS),0.26,1.0,8.084
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ASUZU.E,ANADOLU ISUZU,252000000.0,CLOSE(KAPANIS),0.16,1.0,0.2159
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ATAKP.E,ATAKEY PATATES,138768000.0,CLOSE(KAPANIS),0.2,1.0,0.1045
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ATATP.E,ATP YAZILIM,93750000.0,CLOSE(KAPANIS),0.2,1.0,0.1777
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ATEKS.E,AKIN TEKSTIL,25200000.0,CLOSE(KAPANIS),0.18,1.0,0.0629
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AVGYO.E,AVRASYA GMYO,111600000.0,CLOSE(KAPANIS),0.55,1.0,0.041
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AVPGY.E,AVRUPAKENT GMYO,400000000.0,CLOSE(KAPANIS),0.25,1.0,0.4989
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BAHKM.E,BAHADIR KIMYA,55000000.0,CLOSE(KAPANIS),0.29,1.0,0.0614
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BAKAB.E,BAK AMBALAJ,72000000.0,CLOSE(KAPANIS),0.16,1.0,0.0327
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BANVT.E,BANVIT,100023579.0,CLOSE(KAPANIS),0.08,1.0,0.1886
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BASGZ.E,BASKENT DOGALGAZ GMYO,700000000.0,CLOSE(KAPANIS),0.15,1.0,0.2752
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BAYRK.E,BAYRAK TABAN SANAYI,47125000.0,CLOSE(KAPANIS),0.91,1.0,0.0727
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BERA.E,BERA HOLDING,683200000.0,CLOSE(KAPANIS),0.64,1.0,0.6188
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BEYAZ.E,BEYAZ FILO,99687500.0,CLOSE(KAPANIS),0.25,1.0,0.0548
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BIENY.E,BIEN YAPI URUNLERI,361000000.0,CLOSE(KAPANIS),0.2,1.0,0.2011
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BIMAS.E,BIM MAGAZALAR,607200000.0,CLOSE(KAPANIS),0.6,1.0,15.7984
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BINBN.E,BIN ULASIM TEKNOLOJILERI,112000000.0,CLOSE(KAPANIS),0.15,1.0,0.1329
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BINHO.E,1000 YATIRIMLAR HOL.,47000000.0,CLOSE(KAPANIS),0.2,1.0,0.2261
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BMSTL.E,BMS BIRLESIK METAL,150000000.0,CLOSE(KAPANIS),0.41,1.0,0.1486
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BORLS.E,BORLEASE OTOMOTIV,168700000.0,CLOSE(KAPANIS),0.31,1.0,0.3109
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BORSK.E,BOR SEKER,240000000.0,CLOSE(KAPANIS),0.29,1.0,0.131
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BOSSA.E,BOSSA,1300000000.0,CLOSE(KAPANIS),0.14,1.0,0.1059
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BRKSN.E,BERKOSAN YALITIM,31200000.0,CLOSE(KAPANIS),0.67,1.0,0.0426
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BRLSM.E,BIRLESIM MUHENDISLIK,224000000.0,CLOSE(KAPANIS),0.48,1.0,0.1368
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BSOKE.E,BATISOKE CIMENTO,1600000000.0,CLOSE(KAPANIS),0.25,1.0,0.3775
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BUCIM.E,BURSA CIMENTO,1500000000.0,CLOSE(KAPANIS),0.34,1.0,0.3779
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BURCE.E,BURCELIK,84240000.0,CLOSE(KAPANIS),0.53,1.0,0.0655
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,BURVA.E,BURCELIK VANA,7347672.0,CLOSE(KAPANIS),0.54,1.0,0.0353
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,CANTE.E,CAN2 TERMIK,7000000000.0,CLOSE(KAPANIS),0.51,1.0,0.4809
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,CEMAS.E,CEMAS DOKUM,791000000.0,CLOSE(KAPANIS),0.89,1.0,0.1856
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,CEMTS.E,CEMTAS,500000000.0,CLOSE(KAPANIS),0.41,1.0,0.1584
XKTUM,BIST KATILIM TUM,BIST PARTICIPATION ALL SHARES,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,CGCAM.E,CAGDAS CAM,168000000.0,CLOSE(KAPANIS),0.25,1.0,0.1132
